id	length
ENSG00000279347	1650
ENSG00000279348	2116
ENSG00000279349	2595
ENSG00000279352	864
ENSG00000279353	1428
ENSG00000279354	603
ENSG00000279356	2125
ENSG00000279357	510
ENSG00000279358	2265
ENSG00000279359	4412
ENSG00000279360	360
ENSG00000279361	1200
ENSG00000279364	1734
ENSG00000279365	1894
ENSG00000279366	298
ENSG00000279367	1935
ENSG00000279368	1837
ENSG00000279369	1824
ENSG00000279370	287
ENSG00000279372	398
ENSG00000279373	1266
ENSG00000279375	398
ENSG00000279376	4159
ENSG00000279377	2822
ENSG00000279378	2031
ENSG00000279379	387
ENSG00000279381	204
ENSG00000279382	1362
ENSG00000279384	748
ENSG00000279386	531
ENSG00000279387	2076
ENSG00000279388	4191
ENSG00000279390	2191
ENSG00000279391	2209
ENSG00000279392	465
ENSG00000279393	1800
ENSG00000279394	2260
ENSG00000279397	260
ENSG00000279398	447
ENSG00000279399	457
ENSG00000279401	2336
ENSG00000279403	1166
ENSG00000279404	1938
ENSG00000279405	331
ENSG00000279406	2132
ENSG00000279407	2995
ENSG00000279409	1870
ENSG00000279410	1370
ENSG00000279411	2029
ENSG00000279412	2904
ENSG00000279413	639
ENSG00000279415	978
ENSG00000279416	1302
ENSG00000279417	3930
ENSG00000279419	2706
ENSG00000279420	601
ENSG00000279421	122
ENSG00000279422	397
ENSG00000279423	671
ENSG00000279425	2189
ENSG00000279426	601
ENSG00000279427	703
ENSG00000279428	3130
ENSG00000279429	728
ENSG00000279430	461
ENSG00000279431	610
ENSG00000279432	3122
ENSG00000279433	2254
ENSG00000279434	2025
ENSG00000279437	3192
ENSG00000279438	386
ENSG00000279439	1862
ENSG00000279440	5182
ENSG00000279441	417
ENSG00000279442	6179
ENSG00000279443	2083
ENSG00000279444	333
ENSG00000279446	2018
ENSG00000279447	1176
ENSG00000279450	234
ENSG00000279452	1610
ENSG00000279453	2435
ENSG00000279454	857
ENSG00000279455	588
ENSG00000279456	1628
ENSG00000279458	674
ENSG00000279459	1556
ENSG00000279460	3851
ENSG00000279461	75
ENSG00000279462	982
ENSG00000279463	448
ENSG00000279464	2458
ENSG00000279465	660
ENSG00000279466	468
ENSG00000279467	8030
ENSG00000279469	649
ENSG00000279470	454
ENSG00000279472	467
ENSG00000279474	2167
ENSG00000279475	349
ENSG00000279476	2794
ENSG00000279477	924
ENSG00000279478	527
ENSG00000279479	1929
ENSG00000279480	852
ENSG00000279481	2525
ENSG00000279482	714
ENSG00000279483	75
ENSG00000279485	1377
ENSG00000279488	2127
ENSG00000279489	1751
ENSG00000279490	2755
ENSG00000279491	1762
ENSG00000279493	513
ENSG00000279494	1940
ENSG00000279495	2501
ENSG00000279497	1749
ENSG00000279498	780
ENSG00000279499	439
ENSG00000279500	1565
ENSG00000279501	227
ENSG00000279502	619
ENSG00000279503	619
ENSG00000279504	785
ENSG00000279505	117
ENSG00000279507	228
ENSG00000279509	743
ENSG00000279511	3752
ENSG00000279512	2049
ENSG00000279513	1492
ENSG00000279518	2186
ENSG00000279519	2618
ENSG00000279520	1342
ENSG00000279521	2376
ENSG00000279523	991
ENSG00000279525	2398
ENSG00000279526	1502
ENSG00000279527	507
ENSG00000279528	425
ENSG00000279529	2793
ENSG00000279530	2733
ENSG00000279531	188
ENSG00000279532	629
ENSG00000279534	217
ENSG00000279536	629
ENSG00000279537	2442
ENSG00000279539	2199
ENSG00000279541	1387
ENSG00000279542	343
ENSG00000279543	648
ENSG00000279544	3109
ENSG00000279548	2059
ENSG00000279549	2085
ENSG00000279550	255
ENSG00000279551	1396
ENSG00000279554	374
ENSG00000279555	2098
ENSG00000279557	1177
ENSG00000279558	434
ENSG00000279559	307
ENSG00000279561	4082
ENSG00000279562	147
ENSG00000279565	3502
ENSG00000279567	555
ENSG00000279568	1746
ENSG00000279569	4170
ENSG00000279570	714
ENSG00000279571	743
ENSG00000279572	1099
ENSG00000279573	1978
ENSG00000279575	1068
ENSG00000279578	3860
ENSG00000279581	701
ENSG00000279583	1008
ENSG00000279584	515
ENSG00000279585	1065
ENSG00000279586	917
ENSG00000279587	1052
ENSG00000279588	3773
ENSG00000279589	1193
ENSG00000279590	682
ENSG00000279591	970
ENSG00000279592	997
ENSG00000279593	1998
ENSG00000279594	1583
ENSG00000279595	4637
ENSG00000279597	865
ENSG00000279598	4406
ENSG00000279599	208
ENSG00000279600	435
ENSG00000279601	2492
ENSG00000279602	1329
ENSG00000279603	769
ENSG00000279604	793
ENSG00000279605	4947
ENSG00000279606	2506
ENSG00000279607	567
ENSG00000279608	5702
ENSG00000279609	1621
ENSG00000279611	926
ENSG00000279613	1809
ENSG00000279615	397
ENSG00000279616	1775
ENSG00000279617	433
ENSG00000279619	1936
ENSG00000279620	1722
ENSG00000279621	1141
ENSG00000279622	3069
ENSG00000279623	587
ENSG00000279625	1853
ENSG00000279628	6071
ENSG00000279629	796
ENSG00000279630	408
ENSG00000279631	2518
ENSG00000279632	878
ENSG00000279633	1922
ENSG00000279635	256
ENSG00000279637	1945
ENSG00000279638	138
ENSG00000279639	983
ENSG00000279640	808
ENSG00000279641	1615
ENSG00000279642	620
ENSG00000279647	879
ENSG00000279648	2048
ENSG00000279649	2704
ENSG00000279650	853
ENSG00000279652	8149
ENSG00000279653	1002
ENSG00000279655	645
ENSG00000279656	1135
ENSG00000279657	3425
ENSG00000279658	646
ENSG00000279659	1654
ENSG00000279660	1329
ENSG00000279662	4439
ENSG00000279663	4006
ENSG00000279665	575
ENSG00000279666	1800
ENSG00000279667	1005
ENSG00000279668	7730
ENSG00000279669	388
ENSG00000279670	1670
ENSG00000279671	233
ENSG00000279672	1139
ENSG00000279673	1741
ENSG00000279674	5984
ENSG00000279675	5356
ENSG00000279676	585
ENSG00000279677	337
ENSG00000279678	1039
ENSG00000279679	256
ENSG00000279681	506
ENSG00000279682	1541
ENSG00000279683	141
ENSG00000279684	2275
ENSG00000279686	1002
ENSG00000279687	479
ENSG00000279689	3599
ENSG00000279690	832
ENSG00000279691	203
ENSG00000279692	1536
ENSG00000279693	2938
ENSG00000279694	2550
ENSG00000279695	274
ENSG00000279696	3152
ENSG00000279697	617
ENSG00000279698	375
ENSG00000279699	1737
ENSG00000279700	1355
ENSG00000279701	967
ENSG00000279702	483
ENSG00000279703	472
ENSG00000279704	468
ENSG00000279705	1551
ENSG00000279706	1188
ENSG00000279707	529
ENSG00000279708	1537
ENSG00000279709	741
ENSG00000279711	3433
ENSG00000279712	9537
ENSG00000279713	1952
ENSG00000279714	2205
ENSG00000279715	2468
ENSG00000279716	1661
ENSG00000279717	2679
ENSG00000279719	702
ENSG00000279721	1512
ENSG00000279722	2337
ENSG00000279724	228
ENSG00000279725	2435
ENSG00000279726	5043
ENSG00000279728	818
ENSG00000279729	1561
ENSG00000279732	122
ENSG00000279733	2117
ENSG00000279734	419
ENSG00000279735	418
ENSG00000279737	332
ENSG00000279738	19416
ENSG00000279739	1567
ENSG00000279741	678
ENSG00000279742	2387
ENSG00000279743	2138
ENSG00000279744	1655
ENSG00000279746	2697
ENSG00000279747	765
ENSG00000279748	2505
ENSG00000279749	504
ENSG00000279750	760
ENSG00000279751	458
ENSG00000279752	999
ENSG00000279753	338
ENSG00000279754	175
ENSG00000279755	234
ENSG00000279756	2251
ENSG00000279757	459
ENSG00000279758	737
ENSG00000279759	4765
ENSG00000279762	3449
ENSG00000279764	1491
ENSG00000279765	4734
ENSG00000279766	671
ENSG00000279769	1404
ENSG00000279771	2250
ENSG00000279772	452
ENSG00000279773	1839
ENSG00000279774	3580
ENSG00000279775	1473
ENSG00000279778	3087
ENSG00000279779	529
ENSG00000279780	986
ENSG00000279781	613
ENSG00000279783	348
ENSG00000279784	307
ENSG00000279785	1194
ENSG00000279786	1816
ENSG00000279788	1031
ENSG00000279789	2194
ENSG00000279790	1770
ENSG00000279791	2499
ENSG00000279792	2266
ENSG00000279793	569
ENSG00000279794	674
ENSG00000279795	983
ENSG00000279796	2954
ENSG00000279798	715
ENSG00000279799	457
ENSG00000279801	2464
ENSG00000279803	2285
ENSG00000279805	1921
ENSG00000279806	1736
ENSG00000279807	508
ENSG00000279809	1864
ENSG00000279810	670
ENSG00000279811	3998
ENSG00000279812	154
ENSG00000279813	1228
ENSG00000279814	1645
ENSG00000279815	430
ENSG00000279817	631
ENSG00000279818	2801
ENSG00000279819	687
ENSG00000279821	3026
ENSG00000279822	1985
ENSG00000279825	2673
ENSG00000279827	1028
ENSG00000279829	1377
ENSG00000279833	3671
ENSG00000279834	2536
ENSG00000279835	708
ENSG00000279836	539
ENSG00000279837	768
ENSG00000279838	1989
ENSG00000279839	2677
ENSG00000279840	2973
ENSG00000279841	1846
ENSG00000279842	506
ENSG00000279844	1364
ENSG00000279845	466
ENSG00000279846	564
ENSG00000279848	1315
ENSG00000279851	1942
ENSG00000279852	2396
ENSG00000279853	2153
ENSG00000279855	458
ENSG00000279856	1038
ENSG00000279858	495
ENSG00000279859	976
ENSG00000279860	2313
ENSG00000279861	1882
ENSG00000279862	1399
ENSG00000279863	1586
ENSG00000279865	1783
ENSG00000279869	445
ENSG00000279872	234
ENSG00000279874	174
ENSG00000279875	1859
ENSG00000279876	326
ENSG00000279878	895
ENSG00000279879	3483
ENSG00000279880	2139
ENSG00000279881	2899
ENSG00000279882	366
ENSG00000279883	684
ENSG00000279884	951
ENSG00000279885	3174
ENSG00000279886	587
ENSG00000279887	1347
ENSG00000279889	499
ENSG00000279894	2297
ENSG00000279895	1029
ENSG00000279900	452
ENSG00000279901	1659
ENSG00000279904	895
ENSG00000279905	5658
ENSG00000279907	2492
ENSG00000279908	3251
ENSG00000279910	4236
ENSG00000279912	3925
ENSG00000279913	559
ENSG00000279914	1298
ENSG00000279917	2546
ENSG00000279918	542
ENSG00000279919	290
ENSG00000279923	1303
ENSG00000279924	1229
ENSG00000279925	1658
ENSG00000279926	1458
ENSG00000279927	3578
ENSG00000279929	1951
ENSG00000279930	2162
ENSG00000279931	411
ENSG00000279932	688
ENSG00000279933	4709
ENSG00000279935	2897
ENSG00000279936	2443
ENSG00000279939	286
ENSG00000279940	1648
ENSG00000279942	3745
ENSG00000279945	517
ENSG00000279946	3135
ENSG00000279949	559
ENSG00000279951	1513
ENSG00000279952	691
ENSG00000279953	1418
ENSG00000279954	3316
ENSG00000279955	920
ENSG00000279956	2103
ENSG00000279957	1173
ENSG00000279958	479
ENSG00000279959	231
ENSG00000279960	1896
ENSG00000279962	236
ENSG00000279964	1830
ENSG00000279965	2027
ENSG00000279966	248
ENSG00000279967	2456
ENSG00000279970	1993
ENSG00000279971	1459
ENSG00000279972	379
ENSG00000279973	288
ENSG00000279976	854
ENSG00000279977	1830
ENSG00000279979	259
ENSG00000279981	2291
ENSG00000279982	3109
ENSG00000279983	548
ENSG00000279985	2322
ENSG00000279987	1181
ENSG00000279989	473
ENSG00000279991	1798
ENSG00000279993	2500
ENSG00000279994	826
ENSG00000279995	224
ENSG00000279996	1882
ENSG00000279997	688
ENSG00000279998	1612
ENSG00000280000	1768
ENSG00000280002	1717
ENSG00000280003	1997
ENSG00000280004	219
ENSG00000280005	459
ENSG00000280007	20396
ENSG00000280009	917
ENSG00000280010	1094
ENSG00000280011	19071
ENSG00000280013	207
ENSG00000280014	707
ENSG00000280015	922
ENSG00000280016	202
ENSG00000280017	1739
ENSG00000280018	1788
ENSG00000280019	1023
ENSG00000280020	1129
ENSG00000280022	749
ENSG00000280023	832
ENSG00000280024	427
ENSG00000280025	4254
ENSG00000280026	554
ENSG00000280027	1385
ENSG00000280028	587
ENSG00000280029	1528
ENSG00000280032	2225
ENSG00000280033	1061
ENSG00000280035	2660
ENSG00000280036	1854
ENSG00000280037	513
ENSG00000280040	672
ENSG00000280042	1986
ENSG00000280043	1712
ENSG00000280044	221
ENSG00000280046	7141
ENSG00000280047	2621
ENSG00000280048	3424
ENSG00000280049	508
ENSG00000280051	480
ENSG00000280053	3362
ENSG00000280054	2448
ENSG00000280056	385
ENSG00000280057	1785
ENSG00000280058	1337
ENSG00000280059	3427
ENSG00000280060	458
ENSG00000280061	4103
ENSG00000280062	2587
ENSG00000280063	1955
ENSG00000280064	2385
ENSG00000280067	2304
ENSG00000280068	498
ENSG00000280069	2094
ENSG00000280070	3738
ENSG00000280071	1584
ENSG00000280073	2299
ENSG00000280077	1903
ENSG00000280078	3931
ENSG00000280079	1590
ENSG00000280082	87
ENSG00000280083	1953
ENSG00000280085	206
ENSG00000280086	2985
ENSG00000280087	5594
ENSG00000280088	1750
ENSG00000280089	464
ENSG00000280091	1839
ENSG00000280092	541
ENSG00000280093	381
ENSG00000280095	476
ENSG00000280096	234
ENSG00000280097	511
ENSG00000280098	216
ENSG00000280099	1717
ENSG00000280103	402
ENSG00000280104	527
ENSG00000280105	3585
ENSG00000280106	2168
ENSG00000280107	1677
ENSG00000280108	607
ENSG00000280110	255
ENSG00000280113	1983
ENSG00000280114	1351
ENSG00000280115	767
ENSG00000280116	255
ENSG00000280117	4394
ENSG00000280118	3899
ENSG00000280119	4805
ENSG00000280120	1054
ENSG00000280121	531
ENSG00000280122	3246
ENSG00000280124	610
ENSG00000280125	1141
ENSG00000280128	3706
ENSG00000280129	1625
ENSG00000280131	642
ENSG00000280132	1905
ENSG00000280134	1953
ENSG00000280135	2920
ENSG00000280136	1373
ENSG00000280137	348
ENSG00000280138	18662
ENSG00000280139	149
ENSG00000280140	571
ENSG00000280142	609
ENSG00000280143	5326
ENSG00000280144	305
ENSG00000280145	7492
ENSG00000280147	1426
ENSG00000280148	1496
ENSG00000280149	599
ENSG00000280150	539
ENSG00000280152	4084
ENSG00000280153	2378
ENSG00000280154	177
ENSG00000280155	1544
ENSG00000280157	2249
ENSG00000280159	2431
ENSG00000280160	2218
ENSG00000280161	984
ENSG00000280162	3658
ENSG00000280163	1675
ENSG00000280164	1032
ENSG00000280166	619
ENSG00000280167	357
ENSG00000280168	802
ENSG00000280169	2203
ENSG00000280171	2174
ENSG00000280172	1990
ENSG00000280173	2124
ENSG00000280176	216
ENSG00000280177	2777
ENSG00000280179	3241
ENSG00000280180	5731
ENSG00000280181	1056
ENSG00000280182	2168
ENSG00000280183	535
ENSG00000280184	2704
ENSG00000280185	323
ENSG00000280186	2331
ENSG00000280187	3153
ENSG00000280189	2620
ENSG00000280190	2072
ENSG00000280191	713
ENSG00000280193	2327
ENSG00000280194	2295
ENSG00000280195	1965
ENSG00000280196	595
ENSG00000280198	700
ENSG00000280199	1880
ENSG00000280200	2027
ENSG00000280201	740
ENSG00000280202	1697
ENSG00000280205	3765
ENSG00000280206	882
ENSG00000280207	454
ENSG00000280211	2502
ENSG00000280212	478
ENSG00000280214	2121
ENSG00000280215	111
ENSG00000280216	406
ENSG00000280217	2013
ENSG00000280219	8092
ENSG00000280220	1954
ENSG00000280222	6473
ENSG00000280223	1673
ENSG00000280224	1018
ENSG00000280225	2537
ENSG00000280227	549
ENSG00000280228	3868
ENSG00000280229	2812
ENSG00000280231	476
ENSG00000280232	618
ENSG00000280233	581
ENSG00000280234	1449
ENSG00000280238	273
ENSG00000280239	2027
ENSG00000280241	3262
ENSG00000280242	439
ENSG00000280244	461
ENSG00000280245	1078
ENSG00000280247	1020
ENSG00000280248	2161
ENSG00000280249	162
ENSG00000280251	167
ENSG00000280254	2106
ENSG00000280255	2671
ENSG00000280257	3495
ENSG00000280261	138
ENSG00000280262	2929
ENSG00000280265	1256
ENSG00000280266	1543
ENSG00000280268	1922
ENSG00000280269	878
ENSG00000280270	1749
ENSG00000280272	426
ENSG00000280273	1588
ENSG00000280274	1294
ENSG00000280275	2012
ENSG00000280276	1947
ENSG00000280277	2061
ENSG00000280280	112
ENSG00000280281	3585
ENSG00000280282	504
ENSG00000280283	774
ENSG00000280284	386
ENSG00000280285	3226
ENSG00000280287	4219
ENSG00000280288	1371
ENSG00000280291	3089
ENSG00000280294	3352
ENSG00000280295	1638
ENSG00000280296	3099
ENSG00000280299	625
ENSG00000280300	549
ENSG00000280302	3313
ENSG00000280304	3497
ENSG00000280305	3446
ENSG00000280306	1958
ENSG00000280307	623
ENSG00000280309	5025
ENSG00000280310	1048
ENSG00000280311	975
ENSG00000280312	1642
ENSG00000280317	301
ENSG00000280318	351
ENSG00000280319	514
ENSG00000280320	360
ENSG00000280321	1654
ENSG00000280323	1843
ENSG00000280325	922
ENSG00000280326	1518
ENSG00000280327	1656
ENSG00000280331	177
ENSG00000280332	1999
ENSG00000280333	134
ENSG00000280334	2810
ENSG00000280335	714
ENSG00000280336	663
ENSG00000280338	576
ENSG00000280339	3249
ENSG00000280340	590
ENSG00000280341	6114
ENSG00000280344	2833
ENSG00000280345	715
ENSG00000280346	373
ENSG00000280347	4975
ENSG00000280348	2130
ENSG00000280349	351
ENSG00000280351	1798
ENSG00000280352	535
ENSG00000280353	1614
ENSG00000280354	371
ENSG00000280355	2122
ENSG00000280356	10684
ENSG00000280357	535
ENSG00000280359	461
ENSG00000280360	550
ENSG00000280362	3944
ENSG00000280364	589
ENSG00000280365	741
ENSG00000280366	586
ENSG00000280367	3386
ENSG00000280368	185
ENSG00000280369	319
ENSG00000280371	743
ENSG00000280372	1495
ENSG00000280373	233
ENSG00000280375	592
ENSG00000280376	485
ENSG00000280377	586
ENSG00000280378	1755
ENSG00000280379	773
ENSG00000280380	3189
ENSG00000280381	5566
ENSG00000280382	339
ENSG00000280383	23112
ENSG00000280384	2045
ENSG00000280385	4507
ENSG00000280387	1248
ENSG00000280388	1987
ENSG00000280390	675
ENSG00000280392	3443
ENSG00000280393	233
ENSG00000280394	402
ENSG00000280395	3693
ENSG00000280396	369
ENSG00000280397	3634
ENSG00000280398	700
ENSG00000280399	3691
ENSG00000280400	466
ENSG00000280401	1728
ENSG00000280402	1569
ENSG00000280404	213
ENSG00000280405	738
ENSG00000280406	597
ENSG00000280407	2778
ENSG00000280408	186
ENSG00000280412	572
ENSG00000280414	3129
ENSG00000280415	2258
ENSG00000280416	437
ENSG00000280417	1957
ENSG00000280418	7579
ENSG00000280419	685
ENSG00000280420	484
ENSG00000280422	2054
ENSG00000280423	2197
ENSG00000280424	4162
ENSG00000280425	4969
ENSG00000280426	1709
ENSG00000280429	1743
ENSG00000280430	614
ENSG00000280431	724
ENSG00000280432	1101
ENSG00000280433	3634
ENSG00000280434	14262
ENSG00000280435	1670
ENSG00000280436	510
ENSG00000280438	200
ENSG00000280439	634
ENSG00000280440	346
ENSG00000280441	4395
ENSG00000280443	202
ENSG00000280444	597
ENSG00000280445	1044
ENSG00000280446	1599
ENSG00000280449	224
ENSG00000280450	627
ENSG00000280451	1212
ENSG00000280453	421
ENSG00000280454	180
ENSG00000280455	760
ENSG00000280474	528
ENSG00000280485	444
ENSG00000280486	2711
ENSG00000280494	53
ENSG00000280511	627
ENSG00000280537	4650
ENSG00000280554	71
ENSG00000280561	565
ENSG00000280571	5715
ENSG00000280604	4807
ENSG00000280607	473
ENSG00000280614	923
ENSG00000280636	138
ENSG00000280649	1058
ENSG00000280655	348
ENSG00000280660	8444
ENSG00000280665	234
ENSG00000280703	1074
ENSG00000280710	565
ENSG00000280758	575
ENSG00000280767	515
ENSG00000280773	61
ENSG00000280778	1095
ENSG00000280800	923
ENSG00000280828	829
ENSG00000280836	99
ENSG00000280850	2424
ENSG00000280852	1161
ENSG00000280878	871
ENSG00000280881	752
ENSG00000280893	2252
ENSG00000280904	80
ENSG00000280920	1198
ENSG00000280936	519
ENSG00000280958	721
ENSG00000280968	110
ENSG00000280991	221
ENSG00000281008	773
ENSG00000281010	80
ENSG00000281016	753
ENSG00000281021	744
ENSG00000281039	687
ENSG00000281087	622
ENSG00000281091	2720
ENSG00000281100	2008
ENSG00000281112	84
ENSG00000281113	568
ENSG00000281120	317
ENSG00000281133	96
ENSG00000281159	122
ENSG00000281160	1493
ENSG00000281167	880
ENSG00000281179	353
ENSG00000281181	923
ENSG00000281195	1615
ENSG00000281269	87
ENSG00000281295	137
ENSG00000281311	135
ENSG00000281333	973
ENSG00000281348	556
ENSG00000281365	642
ENSG00000281369	108
ENSG00000281383	923
ENSG00000281386	527
ENSG00000281420	99
ENSG00000281460	555
ENSG00000281468	635
ENSG00000281469	515
ENSG00000281516	123
ENSG00000281530	803
ENSG00000281538	631
ENSG00000281550	355
ENSG00000281566	3227
ENSG00000281571	1088
ENSG00000281593	666
ENSG00000281613	1511
ENSG00000281655	1140
ENSG00000281732	3629
ENSG00000281741	1088
ENSG00000281772	424
ENSG00000281808	132
ENSG00000281825	69
ENSG00000281849	484
ENSG00000281856	1452
ENSG00000281863	138
ENSG00000281883	1792
ENSG00000281896	281
ENSG00000281904	1963
ENSG00000281920	744
ENSG00000281938	3259
ENSG00000281941	751
ENSG00000281955	778
ENSG00000281961	480
ENSG00000281969	4477
ENSG00000281974	1199
ENSG00000282012	613
ENSG00000282021	2240
ENSG00000282022	455
ENSG00000282024	1667
ENSG00000282033	823
ENSG00000282034	11692
ENSG00000282041	840
ENSG00000282048	2135
ENSG00000282051	634
ENSG00000282057	3607
ENSG00000282080	561
ENSG00000282097	1257
ENSG00000282121	486
ENSG00000282142	1473
ENSG00000282143	817
ENSG00000282160	437
ENSG00000282199	832
ENSG00000282206	136
ENSG00000282218	930
ENSG00000282221	556
ENSG00000282222	757
ENSG00000282265	582
ENSG00000282278	2550
ENSG00000282299	754
ENSG00000282300	754
ENSG00000282304	932
ENSG00000282306	778
ENSG00000282317	563
ENSG00000282327	54
ENSG00000282339	676
ENSG00000282358	757
ENSG00000282375	1827
ENSG00000282381	1438
ENSG00000282386	710
ENSG00000282390	2985
ENSG00000282393	3021
ENSG00000282408	415
ENSG00000282413	268
ENSG00000282416	757
ENSG00000282418	559
ENSG00000282432	121
ENSG00000282440	679
ENSG00000282478	295
ENSG00000282501	754
ENSG00000282527	500
ENSG00000282535	1018
ENSG00000282542	776
ENSG00000282556	5720
ENSG00000282564	2968
ENSG00000282572	1865
ENSG00000282602	448
ENSG00000282668	778
ENSG00000282686	475
ENSG00000282692	948
ENSG00000282697	754
ENSG00000282718	554
ENSG00000282732	28
ENSG00000282738	225
ENSG00000282740	819
ENSG00000282742	949
ENSG00000282759	470
ENSG00000282772	924
ENSG00000282787	593
ENSG00000282793	313
ENSG00000282798	806
ENSG00000282804	654
ENSG00000282807	631
ENSG00000282816	343
ENSG00000282828	687
ENSG00000282834	307
ENSG00000282836	248
ENSG00000282840	1893
ENSG00000282843	1228
ENSG00000282849	638
ENSG00000282852	177
ENSG00000282855	308
ENSG00000282859	557
ENSG00000282860	607
ENSG00000282863	1370
ENSG00000282864	1078
ENSG00000282865	2117
ENSG00000282875	241
ENSG00000282876	588
ENSG00000282879	195
ENSG00000282882	1600
ENSG00000282885	2241
ENSG00000282887	960
ENSG00000282890	2698
ENSG00000282897	2787
ENSG00000282898	559
ENSG00000282904	1126
ENSG00000282906	1209
ENSG00000282907	1442
ENSG00000282909	1596
ENSG00000282912	290
ENSG00000282914	433
ENSG00000282915	479
ENSG00000282917	2560
ENSG00000282924	1155
ENSG00000282925	1745
ENSG00000282927	245
ENSG00000282936	4843
ENSG00000282943	2168
ENSG00000282944	1762
ENSG00000282946	952
ENSG00000282950	825
ENSG00000282951	1103
ENSG00000282952	572
ENSG00000282964	547
ENSG00000282965	741
ENSG00000282973	215
ENSG00000282978	492
ENSG00000282980	498
ENSG00000282987	2118
ENSG00000282988	2110
ENSG00000282993	234
ENSG00000282994	241
ENSG00000282997	2006
ENSG00000282998	2096
ENSG00000283001	2470
ENSG00000283003	1722
ENSG00000283010	993
ENSG00000283025	2884
ENSG00000283031	2814
ENSG00000283033	3078
ENSG00000283040	837
ENSG00000283041	1314
ENSG00000283043	318
ENSG00000283044	479
ENSG00000283045	663
ENSG00000283053	1469
ENSG00000283057	232
ENSG00000283058	895
ENSG00000283061	441
ENSG00000283064	1578
ENSG00000283065	218
ENSG00000283072	3148
ENSG00000283075	463
ENSG00000283076	890
ENSG00000283078	1608
ENSG00000283084	198
ENSG00000283095	1535
ENSG00000283096	1259
ENSG00000283097	2587
ENSG00000283098	2073
ENSG00000283103	4585
ENSG00000283108	1128
ENSG00000283110	245
ENSG00000283118	644
ENSG00000283125	547
ENSG00000283128	9504
ENSG00000283130	659
ENSG00000283133	168
ENSG00000283138	713
ENSG00000283142	514
ENSG00000283145	379
ENSG00000283148	845
ENSG00000283149	501
ENSG00000283155	1108
ENSG00000283156	4585
ENSG00000283157	557
ENSG00000283162	3754
ENSG00000283164	504
ENSG00000283166	1041
ENSG00000283167	3972
ENSG00000283175	1973
ENSG00000283176	240
ENSG00000283178	1552
ENSG00000283183	3344
ENSG00000283189	6807
ENSG00000283196	2414
ENSG00000283197	85
ENSG00000283201	1904
ENSG00000283202	315
ENSG00000283205	670
ENSG00000283208	6145
ENSG00000283209	429
ENSG00000283211	310
ENSG00000283213	5701
ENSG00000283214	377
ENSG00000283217	1224
ENSG00000283219	154
ENSG00000283221	179
ENSG00000283228	3287
ENSG00000283230	350
ENSG00000283234	1162
ENSG00000283235	3019
ENSG00000283236	2995
ENSG00000283240	1094
ENSG00000283251	1471
ENSG00000283255	389
ENSG00000283257	376
ENSG00000283258	2622
ENSG00000283259	1565
ENSG00000283265	1160
ENSG00000283269	2102
ENSG00000283273	137
ENSG00000283283	3634
ENSG00000283285	1834
ENSG00000283286	1808
ENSG00000283294	3505
ENSG00000283303	465
ENSG00000283312	1592
ENSG00000283317	569
ENSG00000283321	3523
ENSG00000283338	199
ENSG00000283339	150
ENSG00000283341	3683
ENSG00000283347	575
ENSG00000283352	675
ENSG00000283354	285
ENSG00000283355	2348
ENSG00000283356	135
ENSG00000283360	863
ENSG00000283366	154
ENSG00000283367	160
ENSG00000283371	85
ENSG00000283375	289
ENSG00000283376	786
ENSG00000283377	956
ENSG00000283380	6221
ENSG00000283381	256
ENSG00000283383	526
ENSG00000283384	3376
ENSG00000283390	225
ENSG00000283392	1620
ENSG00000283393	468
ENSG00000283399	1329
ENSG00000283400	567
ENSG00000283402	450
ENSG00000283403	3113
ENSG00000283405	2700
ENSG00000283411	235
ENSG00000283413	1174
ENSG00000283415	4823
ENSG00000283417	2396
ENSG00000283421	217
ENSG00000283423	581
ENSG00000283427	1252
ENSG00000283431	2127
ENSG00000283445	4739
ENSG00000283446	394
ENSG00000283451	183
ENSG00000283452	147
ENSG00000283457	1348
ENSG00000283458	626
ENSG00000283459	3032
ENSG00000283462	6726
ENSG00000283464	283
ENSG00000283479	420
ENSG00000283480	1780
ENSG00000283483	804
ENSG00000283491	639
ENSG00000283504	1501
ENSG00000283511	1659
ENSG00000283515	3948
ENSG00000283517	703
ENSG00000283525	1703
ENSG00000283529	3951
ENSG00000283535	555
ENSG00000283536	823
ENSG00000283537	2579
ENSG00000283538	2992
ENSG00000283541	1518
ENSG00000283544	838
ENSG00000283546	708
ENSG00000283549	637
ENSG00000283559	2745
ENSG00000283563	3535
ENSG00000283566	436
ENSG00000283571	306
ENSG00000283573	480
ENSG00000283576	285
ENSG00000283579	576
ENSG00000283580	1345
ENSG00000283583	176
ENSG00000283584	80
ENSG00000283587	651
ENSG00000283599	1791
ENSG00000283602	2089
ENSG00000283608	1217
ENSG00000283618	150
ENSG00000283625	887
ENSG00000283627	490
ENSG00000283629	517
ENSG00000283631	632
ENSG00000283633	3071
ENSG00000283635	2424
ENSG00000283638	3863
ENSG00000283647	524
ENSG00000283648	1227
ENSG00000283653	279
ENSG00000283657	241
ENSG00000283659	619
ENSG00000283662	2681
ENSG00000283663	1748
ENSG00000283667	1609
ENSG00000283669	304
ENSG00000283674	16933
ENSG00000283675	64
ENSG00000283679	796
ENSG00000283684	1959
ENSG00000283686	352
ENSG00000283689	1064
ENSG00000283692	2417
ENSG00000283695	61
ENSG00000283696	997
ENSG00000283704	69
ENSG00000283737	796
